IDTRACKER,APLC_SEQ_NO,MID,TID,MERCHANT NAME,CITY,PROSES PENGAJUAN APLIKASI,TGL APLIKASI MASUK,STATUS APLIKASI,STATUS WR,STATUS WO,PROVIDER_TYP,TMNL_STATUS,TMNL_MODEL,SNO,MER_DTL_ADDR1,MER_DTL_ADDR2,MER_DTL_ADDR3,MID_BRI,MID_BNI,MID_BTN,MID_ASTRAPAY,MID_DANAMON,MID_BSI,MID_OCBC,TID_BRI,TID_BNI,TID_BTN,TID_ASTRAPAY,TID_DANAMON,TID_BSI,TID_OCBC,MEMBER_BANK,DATA_CHNG_DTTM
372,12002600226,71131262057,74557401,RAMAYANA TAJUR (R121) MB,Bogor (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,JL RAYA TAJUR RT 02 RW 02,KEL SINDANG SARI KEC BOGOR TIMUR-KOTA,BOGOR,,'000100212900842,'000,,,,,,14393906,,,,,,SINGLE BNI,09-JAN-23 04.11.46.663000000 PM
373,12002600227,71130825421,74553047,RAMAYANA DS PD.AREN MBL,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,XL,Withdrawal,MOVE2500,1.73E+19,DESA PODOK BENTONG,KEC PONDOK AREN,TANGERANG,,'000100212900904,'000,,,,,,14302200,,,,,,SINGLE BNI,17-MAR-23 08.48.34.161000000 PM
374,12002600228,71131262150,74557402,LEI - PALACE BOTANI,Bogor (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,"BOTANI SQUARE, UNIT GF #3-4",JL. RAYA PAJAJARAN NO. DEPAN 04,BOGOR,,'000100212900899,'000,,,,,,14526592,,,,,,SINGLE BNI,09-JAN-23 09.49.23.407000000 PM
375,12002600230,71131262336,74557404,MACHTWATCH AEON SENTUL,Bogor (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,AEON MALL SENTUL CITYLT.1 UNIT 1-49,JL.MH THAMRIN SENTUL CITY,BOGOR,,'000100212900899,'000,,,,,,14282055,,,,,,SINGLE BNI,09-JAN-23 09.50.49.281000000 PM
376,12002600231,71131262429,74557405,MONDIAL PAM BSM,Tangerang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,1.73E+19,INDONESIA CONVENTION EXHIBITION,JL. BSD GRAND BOULEVARD NO. 1,TANGERANG,,'000100212900899,'000,,,,,,14236736,,,,,,SINGLE BNI,21-MAR-23 04.10.18.662000000 PM
377,12002600235,71131262615,74557407,LEI - MONDIAL SMS,Tangerang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,SUMMARECON MALL SERPONG GF NO. 223B,JL.BOULEVARD GADING SERPONG,TANGERANG,,'000100212900900,'000,,,,,,14149336,,,,,,SINGLE BNI,08-JAN-23 07.14.29.630000000 PM
378,12002600240,71131262708,74557408,MONTBLANC PIM,Jakarta Selatan (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,PONDOK INDAH MALL 2,LEVEL G 029A,JAKARTA SELATAN,,'000100212900900,'000,,,,,,14025125,,,,,,SINGLE BNI,10-JAN-23 10.08.46.006000000 PM
379,12002600241,71131262801,74557409,MACHTWATCH LIVING WORLD,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,LIVING WORLD LT 2 UNIT 2-11B-12,JL ALAM SUTERA BOULEVARD NO KAV,"KEC SERPONG UTARA, TANGERANG SELATAN",,'000100212900902,'000,,,,,,14283855,,,,,,SINGLE BNI,09-JAN-23 09.51.32.310000000 PM
380,12002600246,71130825607,74553051,FRANK & CO AEON JGC MBL,Tangerang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,2.73E+19,AEON MALL JGQ,JL JAKARTA GARDEN CITY CAKUNG TIMUR,TANGERANG,,'000100212900903,'000,,,,,,14507952,,,,,,SINGLE BNI,07-JAN-23 05.17.52.546000000 PM
381,12002777521,71131724333,74561272,REDEEM POINT BY THE SEA,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,POINT BY THE SEA,KAMAL MUARA PANTAI INDAH KAPUK,"KEL KAMAL MUARA, PENJARINGAN",,'000100212900903,'000,,,,,,12018101,,,,,,SINGLE BNI,10-JAN-23 03.54.23.772000000 PM
382,12002777529,71131724519,74561274,REDEEM POINT BATAVIA CO,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,4.73E+19,PANTAI GOLF ISLAND,"JL. PANTAI INDAH KAPUK NO.1, RT.7/RW.2","KEL KAMAL MUARA, PENJARINGAN",,'000100212900903,'000,,,,,,12020701,,,,,,SINGLE BNI,10-JAN-23 04.25.04.897000000 PM
383,12002779134,71134924986,74595952,MIJ SWALAYAN,Surakarta (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,JL. GONDOSULI SELATAN RT/RW 002/003,KEL PANJANG KEC LAWEYAN,SURAKARTA,,'000100208136895,2.00711E+14,,,,,,,20031584,,,,,SINGLE BTN,21-MAR-23 03.16.29.874000000 PM
384,12002779140,71134514614,74591555,MAGNA COFFEE,Batam (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,9.73E+19,NAGOYA TAMRIN CITY TOWER A NO 9 & 10,BATAM,,,'000100208136895,2.00711E+14,,,,,,,20031574,,,,,SINGLE BTN,19-JAN-23 04.17.36.736000000 PM
385,12002779730,71133301542,74577667,MIDI BA04 MENCENG RAYA,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.MALIOBORO NO.BLFI 006/06,KEL TEGAL ALUR KEC KALIDERES,JAKARTA BARAT,1999228480,'000100208005465,'000200711333015422,,,,,10399951,12084925,20033606,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.13.572000000 AM
386,12002779730,71133301542,74577668,MIDI BA04 MENCENG RAYA,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.MALIOBORO NO.BLFI 006/06,KEL TEGAL ALUR KEC KALIDERES,JAKARTA BARAT,1999228480,'000100208042788,'000200711333015422,,,,,10399952,12084927,20033607,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.13.582000000 AM
387,12002779748,71133301728,74577673,MIDI MA43 GREEN VILLE,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. RAYA GREEN VILLE BLOK C1 NO. 1,"KEL. DURI KEPA, KEC. KEBON JERUK",JAKARTA BARAT,1999228448,'000100208042788,'000200711333017288,,,,,10399855,12084603,20033612,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.15.016000000 AM
388,12002779763,71133301914,74577680,MIDI MA99 RSUD CENGKARENG,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL.KO PERUMNAS IIID 16/21 RT 012 RW 010,KEL CENGKARENG BARAT KEC CENGKARENG,CENGKARENG,1999228478,'000100208042788,'000200711333019145,,,,,10399946,12084825,20033619,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.16.338000000 AM
389,12002779773,71133302072,74577682,MIDI SA07 MERUYA,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MERUYA SELATAN NO.11 RT. 003 RW. 02,"KEL. MERUYA, KEC. KEMBANGAN",JAKARTA BARAT,1999228375,'000100208042788,'000200711333020721,,,,,10399636,12083603,20033733,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.17.037000000 AM
390,12002779779,71133302165,74577684,MIDI SA50 CITRA GARDEN,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. PETA BARAT RT. 004 RW. 07 NO. A1 A2 A3 A5 A6,"KEL. KALI DERES, KEC. KALI DERES",JAKARTA BARAT,1999228392,'000100208005419,'000200711333021654,,,,,10399686,12083702,20033620,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.17.776000000 AM
391,12002779779,71133302165,74577685,MIDI SA50 CITRA GARDEN,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. PETA BARAT RT. 004 RW. 07 NO. A1 A2 A3 A5 A6,"KEL. KALI DERES, KEC. KALI DERES",JAKARTA BARAT,1999228392,'000100202031670,'000200711333021654,,,,,10399687,12083703,20033621,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.17.786000000 AM
392,12002779809,71134514800,74591559,BINA MEDIA MART,Medan (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,8.73E+19,JL SETIA BUDI NO 479 G,TANJUNG SARI,MEDAN,,'000100212000892,2.00711E+14,,,,,,,20031576,,,,,SINGLE BTN,19-JAN-23 04.18.19.005000000 PM
393,12002779815,71133302444,74577695,MIDI SA93 HAJI LEBAR,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. H. LEBAR KAV. DKI BLOK 35 NO 27-28 RT 02/010,JAKARTA BARAT,,1999228408,'000100212000894,'000200711333024444,,,,,10399736,12084029,20033631,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.19.935000000 AM
394,12002779827,71134912999,74594908,MIDI SC62 SAWAH BESAR,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SUKARJO WIRYO PRANOTONO. 75 RT. 008/001,KEL. MAPHAR KEC. PINANGSIA,JAKARTA BARAT,1999228410,'000100212000912,'000200711349129997,,,,,10399740,12084102,20033735,,,,,SHARING BMRI-BRI-BNI-BTN,17-JAN-23 10.17.39.501000000 AM
395,12002779827,71134912999,74594909,MIDI SC62 SAWAH BESAR,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SUKARJO WIRYO PRANOTONO. 75 RT. 008/001,KEL. MAPHAR KEC. PINANGSIA,JAKARTA BARAT,1999228410,'000100202003256,'000200711349129997,,,,,10399741,12084103,20033736,,,,,SHARING BMRI-BRI-BNI-BTN,17-JAN-23 10.17.39.515000000 AM
396,12002779827,71134912999,74594910,MIDI SC62 SAWAH BESAR,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. SUKARJO WIRYO PRANOTONO. 75 RT. 008/001,KEL. MAPHAR KEC. PINANGSIA,JAKARTA BARAT,1999228410,'000100206184954,'000200711349129997,,,,,10399742,12084123,20033737,,,,,SHARING BMRI-BRI-BNI-BTN,17-JAN-23 10.17.39.525000000 AM
397,12002779834,71133302537,74577697,MIDI MA11 TANAH PASIR,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. TNH PSR,"KEL. PENJARINGAN, KEC. PENJARINGAN",JAKARTA UTARA,1999228420,'000100214328288,'000200711333025377,,,,,10399771,12084225,20033633,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.20.652000000 AM
398,12002779834,71133302537,74577698,MIDI MA11 TANAH PASIR,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. TNH PSR,"KEL. PENJARINGAN, KEC. PENJARINGAN",JAKARTA UTARA,1999228420,'000100212000915,'000200711333025377,,,,,10399772,12084227,20033634,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.20.661000000 AM
399,12002779855,71134913057,74594913,MIDI NC62 APARTEMEN NORTH LAND FRESH,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,RUKO BIZZ POINT 19 PRSL 04960,"KEL PADEMANGAN BARAT, KEC PADEMANGAN",JAKARTA UTARA,1999228369,'000100218003557,'000200711349130573,,,,,10399621,12090423,20033639,,,,,SHARING BMRI-BRI-BNI-BTN,17-JAN-23 10.17.40.696000000 AM
400,12002779860,71133302723,74577702,MIDI NC86 RAYA CIPEUCANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. CIPEUCANG 23 RT. 011 RW. 02,KEL. RAWA BADAK UTARA KEC. KOJA,JAKARTA UTARA,1999228338,'000100214005251,'000200711333027234,,,,,10399485,12089903,20033640,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.21.964000000 AM
401,12002779860,71133302723,74577703,MIDI NC86 RAYA CIPEUCANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. CIPEUCANG 23 RT. 011 RW. 02,KEL. RAWA BADAK UTARA KEC. KOJA,JAKARTA UTARA,1999228338,'000100204214639,'000200711333027234,,,,,10399486,12089923,20033641,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.21.976000000 AM
402,12002779860,71133302723,74577704,MIDI NC86 RAYA CIPEUCANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. CIPEUCANG 23 RT. 011 RW. 02,KEL. RAWA BADAK UTARA KEC. KOJA,JAKARTA UTARA,1999228338,'000100207002231,'000200711333027234,,,,,10399487,12089924,20033642,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.21.988000000 AM
403,12002779862,71133302816,74577706,MIDI NC91 GADANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. GADANG NO.50 RT 003 RW 001,KEL SUNGAI BAMBU KEC TANJUNG PRIUK,JAKARTA UTARA,1999228339,'000100212900504,'000200711333028167,,,,,10399489,12090003,20033644,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.22.672000000 AM
404,12002779862,71133302816,74577707,MIDI NC91 GADANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. GADANG NO.50 RT 003 RW 001,KEL SUNGAI BAMBU KEC TANJUNG PRIUK,JAKARTA UTARA,1999228339,'000100212900919,'000200711333028167,,,,,10399490,12090023,20033645,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.22.681000000 AM
405,12002781129,71133303067,74577712,MIDI NC96 BENTENGAN MAS,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. BENTENGAN MAS IV NO. 5 RT 10 RW 06,"KEL. SUNTER JAYA, KEC. TANJUNG PRIOK",JAKARTA UTARA,1999228344,'000100202003308,'000200711333030676,,,,,10399504,12090203,20033650,,,,,SHARING BMRI-BRI-BNI-BTN,12-JAN-23 10.21.31.729000000 AM
406,12002781135,71134913150,74594915,MIDI NC98 MANUNGGAL JUANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MANUNGGAL JUANG O.5/6 RT.002/007,KEL SUKAPURA KEC CILINCING,JAKARTA UTARA,1999228345,'000100209901256,'000200711349131507,,,,,10399506,12090303,20033738,,,,,SHARING BMRI-BRI-BNI-BTN,17-JAN-23 10.17.43.009000000 AM
407,12002781135,71134913150,74594916,MIDI NC98 MANUNGGAL JUANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MANUNGGAL JUANG O.5/6 RT.002/007,KEL SUKAPURA KEC CILINCING,JAKARTA UTARA,1999228345,'000100210001199,'000200711349131507,,,,,10399507,12090323,20033739,,,,,SHARING BMRI-BRI-BNI-BTN,17-JAN-23 10.17.43.022000000 AM
408,12002781135,71134913150,74594917,MIDI NC98 MANUNGGAL JUANG,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,OPEN - WAREHOUSE,,Telkomsel,New Request,,,JL. MANUNGGAL JUANG O.5/6 RT.002/007,KEL SUKAPURA KEC CILINCING,JAKARTA UTARA,1999228345,'000100203901165,'000200711349131507,,,,,10399508,12090324,20033740,,,,,SHARING BMRI-BRI-BNI-BTN,17-JAN-23 10.17.43.032000000 AM
409,12002781222,71132076407,74565150,AYODYA RESORT BALI MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL PANTAI MENGIAT,"NUSA DUA, KUTA SELATAN",BADUNG,,'000100209901222,'000,,,,,,8689553,,,,,,SINGLE BNI,11-JAN-23 04.16.32.144000000 PM
410,12002781222,71132076407,74565152,AYODYA RESORT BALI MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,JL PANTAI MENGIAT,"NUSA DUA, KUTA SELATAN",BADUNG,,'000100205900767,'000,,,,,,8689556,,,,,,SINGLE BNI,11-JAN-23 04.16.32.498000000 PM
411,12002781223,71132076035,74565083,KOMEDA COFFEE MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,8.73E+19,JL SUNSET ROAD,KEL LEGIAN KEC KUTA,BADUNG,,'000100204901623,'000,,,,,,8546502,,,,,,SINGLE BNI,11-JAN-23 04.02.41.528000000 PM
412,12002781226,71132076500,74565154,ALILA SEMINYAK MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,JL TAMAN GANESHA NO 09,"PETITENGET, KEROBOKAN",BADUNG,,'000100214903083,'000,,,,,,8278895,,,,,,SINGLE BNI,11-JAN-23 04.16.56.814000000 PM
413,12002781226,71132076500,74565155,ALILA SEMINYAK MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL TAMAN GANESHA NO 09,"PETITENGET, KEROBOKAN",BADUNG,,'000100206900947,'000,,,,,,8278896,,,,,,SINGLE BNI,11-JAN-23 04.16.57.009000000 PM
414,12002781226,71132076500,74565156,ALILA SEMINYAK MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL TAMAN GANESHA NO 09,"PETITENGET, KEROBOKAN",BADUNG,,'000100212900496,'000,,,,,,8278897,,,,,,SINGLE BNI,11-JAN-23 04.16.57.198000000 PM
415,12002781226,71132076500,74565157,ALILA SEMINYAK MBL,Badung (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL TAMAN GANESHA NO 09,"PETITENGET, KEROBOKAN",BADUNG,,'000100214903094,'000,,,,,,8278898,,,,,,SINGLE BNI,11-JAN-23 04.16.57.376000000 PM
416,12002781227,71132076314,74565088,HARRIS HOTEL SUNSET ROAD MBL,Denpasar (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL PURA MERTASARI SUNSET ROAD,KEL PEMOGAN KEC DENPASAR SELATAN,DENPASAR,,'000100203054473,'000,,,,,,8541902,,,,,,SINGLE BNI,11-JAN-23 04.16.04.331000000 PM
417,12002799018,71132298489,74567837,EXH RINJANIE BATIK BCS,Batam (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,BATAM CITY SQUARE PAMERAN PANGGUNG LANTAI DASAR,BATAM,,,'000100217901001,'000,,,,,,2167099,,,,,,SINGLE BNI,11-JAN-23 10.08.40.646000000 PM
418,12002799021,71133915606,74584025,APOTEK ADELINE,Tangerang (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,JL RAYA KUTABUMI BLOK A5 NO 24,KEL KUTABUMI KEC PASAR KEMIS,TANGERANG,,'000100202900707,2.00711E+14,,,,,,,20031517,,,,,SINGLE BTN,21-JAN-23 04.38.04.587000000 PM
419,12002808360,71135724701,74606849,LIA BINTARO,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,BINTARO SEKTOR IX / BOULEVARD,"JL JENDRAL SUDIRMAN BLOK B NO 5, 6 & 8",TANGERANG SELATAN,,'000100205900774,2.00711E+14,,,,,,,20031790,,,,,SINGLE BTN,31-JAN-23 02.52.07.147000000 PM
420,12002808471,71134856310,74593878,AHASS 693 WONOSARI,Gunung Kidul (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,Withdrawal,MOVE2500,8.73E+19,LEDOKSARI RT 006 RW 007,KEL KEPEK KEC WONOSARI,GUNUNG KIDUL,,'000100214903081,2.00711E+14,,,,,,,20031579,,,,,SINGLE BTN,20-FEB-23 09.47.38.248000000 PM
421,12002808727,71132722900,74571753,RM CENDRAWASIH 1 MBL,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,JL TIPAR CAKUNG NO 48 RT 002 RW 005,KEL CILINCING KEC SUKAPURA,JAKARTA UTARA,,'000100214903081,'000,,,,,,12089207,,,,,,SINGLE BNI,12-JAN-23 08.33.52.206000000 PM
422,12002808739,71132773136,74571767,PONDOK LAGOA SEAFOOD MBL,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,3.73E+19,RM CENDRAWASIH 1 JL MENTENG TERUSAN NO 14,KEL LAGOA KEC KOJA,JAKARTA UTARA,,'000100214903082,'000,,,,,,12089407,,,,,,SINGLE BNI,12-JAN-23 08.05.50.915000000 PM
423,12002808762,71132773229,74571773,G RESIDENCE DB MR,Jakarta Barat (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,XL,On Operation,MOVE2500,4.73E+19,JL MANGGA BESAR VII NO 16 TAMAN SARI,KEL TAMAN SARI,JAKARTA BARAT,,'000100201900673,'000,,,,,,12091225,,,,,,SINGLE BNI,14-JAN-23 10.54.17.446000000 AM
424,12002829842,71134122439,74586732,META COSMETICS,Samarinda (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL PRAMUKA NO 14 RT 29,KEL GUNUNG KELUA KEC SAMARINDA ULU,SAMARINDA,,'000100214903080,2.00711E+14,,,,,,,20031565,,,,,SINGLE BTN,16-JAN-23 09.31.45.290000000 PM
425,12002845570,71134120356,74586703,INDOVISTA TOSERBA,Madiun (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,JL SIDOMAKMUR,(PERUM GRAND VISTA LAND RING ROAD MADIUN),MADIUN,,'000100211900816,2.00711E+14,,,,,,,20031555,,,,,SINGLE BTN,17-JAN-23 04.36.23.359000000 PM
426,12002860335,71133624611,74581364,GUCI SWALAYAN MBL,Payakumbuh (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,JL. SUDIRMAN,"KEL. KAPALO KOTO DIBALAI, KEC. PAYAKUMBUH UTARA",PAYAKUMBUH,,'000100211900817,'000,,,,,,2325602,,,,,,SINGLE BNI,14-JAN-23 08.39.46.809000000 PM
427,12002942530,71133916043,74584063,SPBU REST AREA KM 66 A,Pasuruan (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,REST AREA KM 66 A DUSUN BEJI LEDOK RT 04 RW 03,KEL SUMBERSUKO KEC PURWOSARI,PASURUAN,,'000100211900818,2.00711E+14,,,,,,,20031519,,,,,SINGLE BTN,14-JAN-23 07.57.46.621000000 PM
428,12002942530,71133916043,74584064,SPBU REST AREA KM 66 A,Pasuruan (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,7.73E+19,REST AREA KM 66 A DUSUN BEJI LEDOK RT 04 RW 03,KEL SUMBERSUKO KEC PURWOSARI,PASURUAN,,'000100209901226,2.00711E+14,,,,,,,20031520,,,,,SINGLE BTN,14-JAN-23 07.57.46.810000000 PM
429,12002942637,71133624704,74581366,ERAFONE SPNJANG SDOARJO,Sidoarjo (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,5.73E+19,PT ERAFONE ARTHA RETAILINDO,JALAN WONOCOLO RT 006 RW 003,"KEL WONOCOLO KEC TAMAN, SIDOARJO",,'000100218900704,'000,,,,,,6495499,,,,,,SINGLE BNI,14-JAN-23 11.00.32.666000000 PM
430,12002942650,71133921623,74584538,PHD SERUA CIATER PAM,Tangerang Selatan (Kota),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,3.73E+19,"JL. SERUA PAMULANG, SERUA, CIP",TANGERANG SELATAN,,,'000100208901014,'000,,,,,,14828873,,,,,,SINGLE BNI,13-JAN-23 05.13.08.189000000 PM
431,12002942670,71133625141,74581373,SHU GUO YIN XIANG SUNTER,Jakarta Utara (Kota Administrasi),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,JL. AGUNG BARAT 1 A3/15,KEL SUNTER AGUNG KEC TANJUNG PRIOK,JAKARTA UTARA,,'000100203901189,'000,,,,,,12091502,,,,,,SINGLE BNI,14-JAN-23 02.11.26.451000000 AM
432,12002942955,71133625234,74581374,CBEZT PAKUSARI MBL,Jember (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,2.73E+19,JL. PRAMBANAN,JEMBER, PAKUSARI,,'000100208901023,'000,,,,,,18355723,,,,,,SINGLE BNI,14-JAN-23 08.36.27.334000000 PM
433,12002943960,71133921809,74584540,THE UPPER CLIFT CAFE MBL,Bogor (Kab),Approved,2012023,Approval Completed,CLOSE - COMPLETED,Complete,Telkomsel,On Operation,MOVE2500,1.73E+19,PT PANCAR PESONA INDAH JL RAYA BOJONG KONENG,KEL SENTUL KEC BABAKAN MADANG,BOGOR,,'000100203901190,'000,,,,,,14525124,,,,,,SINGLE BNI,17-JAN-23 08.21.09.844000000 AM
